,order_id,uuid_x,customer_id,created_at,updated_at,location_id,location_table_id,notes,status,total,order_method,order_number,sub_total,expires_at,delivery_fee,is_reported,report_message,address_id,delivery_date,status_class,id,uuid_y,action_at,admin_id,comment,action_type,order_seconds
420,182,cl2qaozpp91550ns6ecv6euqx,10.0,2022-05-03 15:18:13.453,2022-05-03 15:23:40.142,6.0,,,PAYMENT_PENDING,21.0,DINE_IN,522294768.0,20.0,2022-05-05 15:18:13.451,0.0,False,,,,3.0,392,cl2qaozpp91570ns6bt9xn9g4,2022-05-03 15:18:13.453,,,OPEN,0.0
421,182,cl2qaozpp91550ns6ecv6euqx,10.0,2022-05-03 15:18:13.453,2022-05-03 15:23:40.142,6.0,,,PAYMENT_PENDING,21.0,DINE_IN,522294768.0,20.0,2022-05-05 15:18:13.451,0.0,False,,,,3.0,393,cl2qapaek92320ns609ykriw8,2022-05-03 15:18:27.308,,,PAYMENT_PENDING,0.0
422,183,cl2qb1yyz95440ns6qgbwofgw,8.0,2022-05-03 15:28:19.019,2022-05-03 15:28:19.772,5.0,,,OPEN,10.66,PICK_UP,522229292.0,9.69,2022-05-05 15:28:19.017,0.0,False,,,,1.0,394,cl2qb1yyz95460ns66awf9v5z,2022-05-03 15:28:19.019,,,OPEN,0.0
423,187,cl2qky0rs01300ns6b9kgt1uq,10.0,2022-05-03 20:05:10.888,2022-05-03 20:16:54.363,6.0,,,OPEN,10.5,DINE_IN,522652254.0,10.0,2022-05-05 20:05:10.885,0.0,False,,,,1.0,406,cl2qky0rs01320ns6qtiw2l96,2022-05-03 20:05:10.888,,,OPEN,0.0
424,190,cl2qml0hw90850ns6gfus70g0,12.0,2022-05-03 20:51:03.236,2022-05-19 19:34:18.640,6.0,,,PREPARING,3.68,PICK_UP,522686360.0,3.5,2022-05-05 20:51:03.234,0.0,False,,,,4.0,409,cl2qml0hw90870ns6jhhwc998,2022-05-03 20:51:03.236,,,OPEN,15.0
425,190,cl2qml0hw90850ns6gfus70g0,12.0,2022-05-03 20:51:03.236,2022-05-19 19:34:18.640,6.0,,,PREPARING,3.68,PICK_UP,522686360.0,3.5,2022-05-05 20:51:03.234,0.0,False,,,,4.0,410,cl2qmle1891930ns6zld8ij99,2022-05-03 20:51:20.780,,,PAYMENT_PENDING,15.0
426,190,cl2qml0hw90850ns6gfus70g0,12.0,2022-05-03 20:51:03.236,2022-05-19 19:34:18.640,6.0,,,PREPARING,3.68,PICK_UP,522686360.0,3.5,2022-05-05 20:51:03.234,0.0,False,,,,4.0,411,cl2qmlgnj92070ns6tdor5ryz,2022-05-03 20:51:24.175,,,PENDING,15.0
427,190,cl2qml0hw90850ns6gfus70g0,12.0,2022-05-03 20:51:03.236,2022-05-19 19:34:18.640,6.0,,,PREPARING,3.68,PICK_UP,522686360.0,3.5,2022-05-05 20:51:03.234,0.0,False,,,,4.0,1028,cl3devy8f14250ns69igidnn3,2022-05-19 19:34:18.639,,,PREPARING,15.0
428,189,cl2qmfvex82620ns62t07aof9,10.0,2022-05-03 20:47:03.369,2022-05-03 20:47:03.843,6.0,,,OPEN,21.0,DELIVERY,522763886.0,20.0,2022-05-05 20:47:03.367,0.0,False,,,,1.0,408,cl2qmfvex82640ns60f7dz8q0,2022-05-03 20:47:03.369,,,OPEN,0.0
429,194,cl2r1jqkl508440ns6lysgkpq9,12.0,2022-05-04 03:49:57.957,2022-05-19 19:35:06.264,6.0,,,PREPARING,7.35,PICK_UP,522410997.0,7.0,2022-05-06 03:49:57.955,0.0,False,,,,4.0,415,cl2r1jqkl508460ns6725ir8nm,2022-05-04 03:49:57.957,,,OPEN,15.0
